ESNTL_NO,TRGET_BOOK_MASTR_CD,TRGET_BOOK_ONE_MASTR_CD,TRGET_BOOK_TWO_MASTR_CD,LON_FQ_CO,PBLT_VALUE,SCORE_VALUE,REGIST_DE
"5458010-5457972","5457972,5458010","5458010","5457972","73","0.2347266881028939","0.0","20211020"
"5458010-5220784","5220784,5458010","5458010","5220784","14","2.5886224128105746E-6","0.0","20211020"
"5458010-1902173","1902173,5458010","5458010","1902173","8","8.617439543275705E-5","0.0","20211020"
"5458010-3760231","3760231,5458010","5458010","3760231","5","1.4758404911597155E-4","0.0","20211020"
"5458010-3190615","3190615,5458010","5458010","3190615","5","1.1429093901435494E-4","0.0","20211020"
"5458010-2396972","2396972,5458010","5458010","2396972","5","5.765682656826568E-4","0.0","20211020"
"5458010-3411733","3411733,5458010","5458010","3411733","5","6.896361479683319E-5","0.0","20211020"
"5458010-5243804","5243804,5458010","5458010","5243804","5","1.499385252046661E-4","0.0","20211020"
"3424149-3424148","3424148,3424149","3424149","3424148","3620","0.6453913353538955","0.0","20211020"
"3424149-5220784","3424149,5220784","3424149","5220784","628","1.1611820537464577E-4","0.0","20211020"
"3424149-2155671","2155671,3424149","3424149","2155671","341","0.006146691421670241","0.0","20211020"
"3424149-2037399","2037399,3424149","3424149","2037399","287","0.005638839224315775","0.0","20211020"
"3424149-3423096","3423096,3424149","3424149","3423096","220","0.0024243225671372057","0.0","20211020"
"3424149-3369923","3369923,3424149","3424149","3369923","202","0.002142008822531388","0.0","20211020"
"3424149-1902173","1902173,3424149","3424149","1902173","163","0.0017558033069424248","0.0","20211020"
"3424149-3151708","3151708,3424149","3424149","3151708","158","0.003339815675995603","0.0","20211020"
"3424149-3451595","3424149,3451595","3424149","3451595","157","0.003485713017028929","0.0","20211020"
"3424149-5390731","3424149,5390731","3424149","5390731","144","0.002382449290228649","0.0","20211020"
"2595797-5220784","2595797,5220784","2595797","5220784","602","1.113107637508547E-4","0.0","20211020"
"2595797-2595798","2595797,2595798","2595797","2595798","374","0.11546773695585057","0.0","20211020"
"2595797-2595796","2595796,2595797","2595797","2595796","315","0.13797634691195795","0.0","20211020"
"2595797-2595767","2595767,2595797","2595797","2595767","311","0.13428324697754748","0.0","20211020"
"2595797-2595795","2595795,2595797","2595797","2595795","297","0.14136125654450263","0.0","20211020"
"2595797-2624189","2595797,2624189","2595797","2624189","292","0.07186807777504307","0.0","20211020"
"2595797-2404000","2404000,2595797","2595797","2404000","281","0.04576547231270358","0.0","20211020"
"2595797-2595768","2595768,2595797","2595797","2595768","280","0.12438916037316748","0.0","20211020"
"2595797-2684308","2595797,2684308","2595797","2684308","275","0.11772260273972603","0.0","20211020"
"2595797-2595824","2595797,2595824","2595797","2595824","273","0.10963855421686747","0.0","20211020"
"2439607-2439608","2439607,2439608","2439607","2439608","2294","0.3306428365523206","0.0","20211020"
"2439607-5220784","2439607,5220784","2439607","5220784","1932","3.572298929678593E-4","0.0","20211020"
"2439607-2487554","2439607,2487554","2439607","2487554","1892","0.24495080269290523","0.0","20211020"
"2439607-2487581","2439607,2487581","2439607","2487581","1726","0.2192859865328421","0.0","20211020"
"2439607-2487553","2439607,2487553","2439607","2487553","1704","0.22512881490289338","0.0","20211020"
"2439607-2487580","2439607,2487580","2439607","2487580","1632","0.2024060523378395","0.0","20211020"
"2439607-2374746","2374746,2439607","2439607","2374746","1614","0.18808996620440507","0.0","20211020"
"2439607-2487579","2439607,2487579","2439607","2487579","1610","0.19505694208868427","0.0","20211020"
"2439607-2480015","2439607,2480015","2439607","2480015","1404","0.1631609529343405","0.0","20211020"
"2439607-2534895","2439607,2534895","2439607","2534895","1119","0.2558884061285159","0.0","20211020"
"1149511-5220784","1149511,5220784","1149511","5220784","235","4.3451876215034646E-5","0.0","20211020"
"1149511-2625339","1149511,2625339","1149511","2625339","99","0.011511627906976744","0.0","20211020"
"1149511-3734414","1149511,3734414","1149511","3734414","93","0.007495164410058027","0.0","20211020"
"1149511-1861122","1149511,1861122","1149511","1861122","71","0.00889167188478397","0.0","20211020"
"1149511-2374471","1149511,2374471","1149511","2374471","68","0.014000411776816966","0.0","20211020"
"1149511-1909313","1149511,1909313","1149511","1909313","65","0.011933174224343675","0.0","20211020"
"1149511-2032300","1149511,2032300","1149511","2032300","64","0.026733500417710943","0.0","20211020"
"1149511-1041251","1041251,1149511","1149511","1041251","57","0.007440281947526432","0.0","20211020"
"1149511-3413414","1149511,3413414","1149511","3413414","54","0.012990137118114024","0.0","20211020"
"1149511-1208673","1149511,1208673","1149511","1208673","52","0.023625624716038164","0.0","20211020"
"2372709-5220784","2372709,5220784","2372709","5220784","4488","8.298383849067042E-4","0.0","20211020"
"2372709-2372746","2372709,2372746","2372709","2372746","2226","0.037473485741220836","0.0","20211020"
"2372709-2372447","2372447,2372709","2372709","2372447","2069","0.0962594212338327","0.0","20211020"
"2372709-3759322","2372709,3759322","2372709","3759322","2005","0.08159693960605567","0.0","20211020"
"2372709-3128902","2372709,3128902","2372709","3128902","1960","0.03520304614113548","0.0","20211020"
"2372709-3724569","2372709,3724569","2372709","3724569","1904","0.03345986222409673","0.0","20211020"
"2372709-2373736","2372709,2373736","2372709","2373736","1884","0.11408501877195107","0.0","20211020"
"2372709-3423451","2372709,3423451","2372709","3423451","1711","0.025000730588269675","0.0","20211020"
"2372709-2372116","2372116,2372709","2372709","2372116","1645","0.11828575537499102","0.0","20211020"
"2372709-2604318","2372709,2604318","2372709","2604318","1577","0.033139302750751255","0.0","20211020"
"3171474-5220784","3171474,5220784","3171474","5220784","122","2.2557995311635008E-5","0.0","20211020"
"3171474-2020881","2020881,3171474","3171474","2020881","45","0.00981247274313127","0.0","20211020"
"3171474-2505917","2505917,3171474","3171474","2505917","36","0.011635423400129283","0.0","20211020"
"3171474-2026316","2026316,3171474","3171474","2026316","34","0.012518409425625921","0.0","20211020"
"3171474-2403682","2403682,3171474","3171474","2403682","31","0.004739336492890996","0.0","20211020"
"3171474-2378885","2378885,3171474","3171474","2378885","31","0.004394046775336641","0.0","20211020"
"3171474-1244014","1244014,3171474","3171474","1244014","30","0.008818342151675485","0.0","20211020"
"3171474-2026329","2026329,3171474","3171474","2026329","27","0.008261933904528763","0.0","20211020"
"3171474-1075680","1075680,3171474","3171474","1075680","26","0.004592828122239887","0.0","20211020"
"3171474-2498720","2498720,3171474","3171474","2498720","26","0.004164664424155053","0.0","20211020"
"5948183-5220784","5220784,5948183","5948183","5220784","199","3.679541858209317E-5","0.0","20211020"
"5948183-5952000","5948183,5952000","5948183","5952000","102","0.04327535002121341","0.0","20211020"
"5948183-5938618","5938618,5948183","5948183","5938618","100","0.030257186081694403","0.0","20211020"
"5948183-5952779","5948183,5952779","5948183","5952779","82","0.011948127640973335","0.0","20211020"
"5948183-5944617","5944617,5948183","5948183","5944617","76","0.018728437654016758","0.0","20211020"
"5948183-5682107","5682107,5948183","5948183","5682107","70","0.004415011037527594","0.0","20211020"
"5948183-3724569","3724569,5948183","5948183","3724569","69","0.001212568536482497","0.0","20211020"
"5948183-5666934","5666934,5948183","5948183","5666934","69","0.0029305585049904438","0.0","20211020"
"5948183-5447767","5447767,5948183","5948183","5447767","68","0.0036295703229250065","0.0","20211020"
"5948183-5708865","5708865,5948183","5948183","5708865","66","0.003953516233377261","0.0","20211020"
"3355154-3355155","3355154,3355155","3355154","3355155","128","0.757396449704142","0.0","20211020"
"3355154-3067952","3067952,3355154","3355154","3067952","106","0.2371364653243848","0.0","20211020"
"3355154-5354680","3355154,5354680","3355154","5354680","20","7.57002271006813E-4","0.0","20211020"
"3355154-5220784","3355154,5220784","3355154","5220784","18","3.3282288164707387E-6","0.0","20211020"
"3355154-5221745","3355154,5221745","3355154","5221745","17","6.801904533269316E-4","0.0","20211020"
"3355154-3746317","3355154,3746317","3355154","3746317","16","0.0025852318629827112","0.0","20211020"
"3355154-3675557","3355154,3675557","3355154","3675557","15","9.754828640176887E-4","0.0","20211020"
"3355154-5230793","3355154,5230793","3355154","5230793","14","0.002737047898338221","0.0","20211020"
"3355154-5331460","3355154,5331460","3355154","5331460","14","0.0030231051608723817","0.0","20211020"
"3355154-3410926","3355154,3410926","3355154","3410926","14","5.727142564941706E-4","0.0","20211020"
"5659555-5609821","5609821,5659555","5659555","5609821","2026","0.07918702364666796","0.0","20211020"
"5659555-5221745","5221745,5659555","5659555","5221745","1700","0.06801904533269315","0.0","20211020"
"5659555-5368290","5368290,5659555","5659555","5368290","1673","0.04652391546162403","0.0","20211020"
"5659555-5428388","5428388,5659555","5659555","5428388","1647","0.11689970899283128","0.0","20211020"
"5659555-5659523","5659523,5659555","5659555","5659523","1641","0.1324669034549564","0.0","20211020"
"5659555-5453377","5453377,5659555","5659555","5453377","1607","0.09146792646138084","0.0","20211020"
"5659555-5437600","5437600,5659555","5659555","5437600","1548","0.09225817986769176","0.0","20211020"
"5659555-5354680","5354680,5659555","5659555","5354680","1504","0.05692657077971234","0.0","20211020"
"5659555-5662335","5659555,5662335","5659555","5662335","1427","0.12984531392174703","0.0","20211020"
"5659555-3871693","3871693,5659555","5659555","3871693","1355","0.04849330756567175","0.0","20211020"
"126892-5220784","126892,5220784","126892","5220784","6","1.1094096054902463E-6","0.0","20211020"
"3679125-3679124","3679124,3679125","3679125","3679124","1508","0.2634981652979207","0.0","20211020"
"3679125-3679120","3679120,3679125","3679125","3679120","1119","0.3890820584144645","0.0","20211020"
"3679125-5220784","3679125,5220784","3679125","5220784","580","1.072429285307238E-4","0.0","20211020"
"3679125-5252556","3679125,5252556","3679125","5252556","179","0.06954156954156954","0.0","20211020"
"3679125-5252554","3679125,5252554","3679125","5252554","165","0.09301014656144306","0.0","20211020"
"3679125-2373808","2373808,3679125","3679125","2373808","164","0.030342275670675302","0.0","20211020"
"3679125-5359157","3679125,5359157","3679125","5359157","157","0.003821345990020689","0.0","20211020"
"3679125-5397461","3679125,5397461","3679125","5397461","155","0.0037476728160738895","0.0","20211020"
"3679125-1245351","1245351,3679125","3679125","1245351","151","0.003404658294063268","0.0","20211020"
"3679125-3423096","3423096,3679125","3679125","3423096","143","0.0015758096686391836","0.0","20211020"
"6002765-5220784","5220784,6002765","6002765","5220784","123","2.274289691255005E-5","0.0","20211020"
"6002765-5850509","5850509,6002765","6002765","5850509","70","0.010007147962830594","0.0","20211020"
"6002765-5676032","5676032,6002765","6002765","5676032","52","0.002749867794817557","0.0","20211020"
"6002765-5390731","5390731,6002765","6002765","5390731","42","6.94881042983356E-4","0.0","20211020"
"6002765-5735384","5735384,6002765","6002765","5735384","42","0.003342352379436575","0.0","20211020"
"6002765-5781072","5781072,6002765","6002765","5781072","39","0.004563004563004563","0.0","20211020"
"6002765-3915351","3915351,6002765","6002765","3915351","38","0.00115995115995116","0.0","20211020"
"6002765-5959703","5959703,6002765","6002765","5959703","36","0.004615384615384616","0.0","20211020"
"6002765-5674475","5674475,6002765","6002765","5674475","35","0.0011725293132328308","0.0","20211020"
"6002765-5358502","5358502,6002765","6002765","5358502","35","0.002064774939531591","0.0","20211020"
"3679124-3679125","3679124,3679125","3679124","3679125","1508","0.3824499112351002","0.0","20211020"
"3679124-3679120","3679120,3679124","3679124","3679120","1043","0.36265646731571627","0.0","20211020"
"3679124-5220784","3679124,5220784","3679124","5220784","820","1.5161931275033366E-4","0.0","20211020"
"3679124-5252556","3679124,5252556","3679124","5252556","269","0.10450660450660451","0.0","20211020"
"3679124-5359157","3679124,5359157","3679124","5359157","237","0.005768528660094925","0.0","20211020"
"3679124-1245351","1245351,3679124","3679124","1245351","233","0.005253545579581069","0.0","20211020"
"3679124-3423096","3423096,3679124","3679124","3423096","232","0.0025565583435265076","0.0","20211020"
"3679124-5397461","3679124,5397461","3679124","5397461","219","0.005295099011097947","0.0","20211020"
"3679124-1236679","1236679,3679124","3679124","1236679","194","0.011079383209594517","0.0","20211020"
"3679124-2373814","2373814,3679124","3679124","2373814","167","0.04728199320498301","0.0","20211020"
"3721910-5220784","3721910,5220784","3721910","5220784","1967","3.6370144899988574E-4","0.0","20211020"
"3721910-5232200","3721910,5232200","3721910","5232200","573","0.06850789096126256","0.0","20211020"
"3721910-3397837","3397837,3721910","3721910","3397837","546","0.05881719271787138","0.0","20211020"
"3721910-3729429","3721910,3729429","3721910","3729429","491","0.062293834052271","0.0","20211020"
"3721910-3746485","3721910,3746485","3721910","3746485","479","0.005930933719648849","0.0","20211020"
"3721910-3392650","3392650,3721910","3721910","3392650","474","0.005768809483241244","0.0","20211020"
"3721910-3669929","3669929,3721910","3721910","3669929","467","0.07163675410339009","0.0","20211020"
"3721910-2376489","2376489,3721910","3721910","2376489","463","0.05358796296296296","0.0","20211020"
"3721910-3272507","3272507,3721910","3721910","3272507","463","0.005733888145836429","0.0","20211020"
"3721910-3541426","3541426,3721910","3721910","3541426","461","0.005551207176831838","0.0","20211020"
"6041895-5220784","5220784,6041895","6041895","5220784","87","1.608643927960857E-5","0.0","20211020"
"6041895-5708865","5708865,6041895","6041895","5708865","31","0.0018569545944650773","0.0","20211020"
"6041895-6036489","6036489,6041895","6041895","6036489","31","0.008542298153761367","0.0","20211020"
"6041895-5687017","5687017,6041895","6041895","5687017","30","0.0013434239398146075","0.0","20211020"
"6041895-5645091","5645091,6041895","6041895","5645091","29","0.002147989037849048","0.0","20211020"
"6041895-5496086","5496086,6041895","6041895","5496086","29","0.001244101244101244","0.0","20211020"
"6041895-3423451","3423451,6041895","6041895","3423451","28","4.0912943101785557E-4","0.0","20211020"
"6041895-5786411","5786411,6041895","6041895","5786411","26","0.003476400588313946","0.0","20211020"
"6041895-5848834","5848834,6041895","6041895","5848834","25","0.0034350096180269306","0.0","20211020"
"6041895-3724569","3724569,6041895","6041895","3724569","25","4.393364262617742E-4","0.0","20211020"
"5702030-3858748","3858748,5702030","5702030","3858748","833","0.02418137482582443","0.0","20211020"
"5702030-5220784","5220784,5702030","5702030","5220784","573","1.0594861732431852E-4","0.0","20211020"
"5702030-3724569","3724569,5702030","5702030","3724569","352","0.006185856881765781","0.0","20211020"
"5702030-5666934","5666934,5702030","5702030","5666934","344","0.014610320662561052","0.0","20211020"
"5702030-5687017","5687017,5702030","5702030","5687017","337","0.015091128923917424","0.0","20211020"
"5702030-2396971","2396971,5702030","5702030","2396971","315","0.005554575912537472","0.0","20211020"
"5702030-5436312","5436312,5702030","5702030","5436312","292","0.010328239954725524","0.0","20211020"
"5702030-3423451","3423451,5702030","5702030","3423451","291","0.004252023729506999","0.0","20211020"
"5702030-2372746","2372746,5702030","5702030","2372746","289","0.004865156055351672","0.0","20211020"
"5702030-5708865","5702030,5708865","5702030","5708865","289","0.017311608961303463","0.0","20211020"
"1960833-5220784","1960833,5220784","1960833","5220784","2386","4.4117521978328795E-4","0.0","20211020"
"1960833-2353786","1960833,2353786","1960833","2353786","767","0.06523218234393605","0.0","20211020"
"1960833-3423451","1960833,3423451","1960833","3423451","670","0.009789882813641545","0.0","20211020"
"1960833-3128902","1960833,3128902","1960833","3128902","654","0.011746322538929899","0.0","20211020"
"1960833-2372746","1960833,2372746","1960833","2372746","653","0.010992895862092185","0.0","20211020"
"1960833-3724569","1960833,3724569","1960833","3724569","626","0.011000984113594826","0.0","20211020"
"1960833-2604318","1960833,2604318","1960833","2604318","625","0.013133839073696597","0.0","20211020"
"1960833-3326033","1960833,3326033","1960833","3326033","620","0.016375257514130263","0.0","20211020"
"1960833-2396971","1960833,2396971","1960833","2396971","615","0.010844648210192206","0.0","20211020"
"1960833-3416063","1960833,3416063","1960833","3416063","600","0.01949064449064449","0.0","20211020"
"5944626-5220784","5220784,5944626","5944626","5220784","652","1.2055584379660676E-4","0.0","20211020"
"5944626-5658695","5658695,5944626","5944626","5658695","470","0.06714285714285714","0.0","20211020"
"5944626-5666934","5666934,5944626","5944626","5666934","279","0.011849649607135273","0.0","20211020"
"5944626-5436312","5436312,5944626","5944626","5436312","272","0.009620826259196379","0.0","20211020"
"5944626-5687017","5687017,5944626","5944626","5687017","269","0.012046034660337648","0.0","20211020"
"5944626-5701219","5701219,5944626","5944626","5701219","259","0.018534421067697152","0.0","20211020"
"5944626-5952779","5944626,5952779","5944626","5952779","259","0.03773859828063529","0.0","20211020"
"5944626-5708865","5708865,5944626","5944626","5708865","254","0.015215047322391278","0.0","20211020"
"5944626-3858748","3858748,5944626","5944626","3858748","245","0.00711216906641895","0.0","20211020"
"5944626-3805226","3805226,5944626","5944626","3805226","228","0.0074548783677739995","0.0","20211020"
"5477552-5220784","5220784,5477552","5477552","5220784","1877","3.4706030491753203E-4","0.0","20211020"
"5477552-5436312","5436312,5477552","5477552","5436312","708","0.02504244482173175","0.0","20211020"
"5477552-5390730","5390730,5477552","5477552","5390730","660","0.015350979206400894","0.0","20211020"
"5477552-3870049","3870049,5477552","5477552","3870049","627","0.02005180850043174","0.0","20211020"
"5477552-5466265","5466265,5477552","5477552","5466265","591","0.026221216557966193","0.0","20211020"
"5477552-3724569","3724569,5477552","5477552","3724569","583","0.010245325460424575","0.0","20211020"
"5477552-5496086","5477552,5496086","5477552","5496086","562","0.02410982410982411","0.0","20211020"
"5477552-5377728","5377728,5477552","5477552","5377728","541","0.018498256171784175","0.0","20211020"
"5477552-3423451","3423451,5477552","5477552","3423451","539","0.00787574154709372","0.0","20211020"
"5477552-2604318","2604318,5477552","5477552","2604318","522","0.010969382394351399","0.0","20211020"
"3429782-5220784","3429782,5220784","3429782","5220784","1304","2.4111168759321353E-4","0.0","20211020"
"3429782-3408675","3408675,3429782","3429782","3408675","1054","0.19482439926062847","0.0","20211020"
"3429782-2620571","2620571,3429782","3429782","2620571","400","0.07112375533428165","0.0","20211020"
"3429782-2621203","2621203,3429782","3429782","2621203","368","0.048657939970911016","0.0","20211020"
"3429782-2764605","2764605,3429782","3429782","2764605","367","0.0796613848491426","0.0","20211020"
"3429782-2618417","2618417,3429782","3429782","2618417","351","0.0780693950177936","0.0","20211020"
"3429782-2645834","2645834,3429782","3429782","2645834","336","0.07349081364829396","0.0","20211020"
"3429782-2649783","2649783,3429782","3429782","2649783","330","0.07351303185564714","0.0","20211020"
"3429782-2620521","2620521,3429782","3429782","2620521","329","0.07188114485470833","0.0","20211020"
"3429782-3676788","3429782,3676788","3429782","3676788","325","0.003975000305769254","0.0","20211020"
"5546344-5574714","5546344,5574714","5546344","5574714","694","0.23296408190668008","0.0","20211020"
"5546344-5220784","5220784,5546344","5546344","5220784","593","1.0964664934261933E-4","0.0","20211020"
"5546344-5485798","5485798,5546344","5546344","5485798","261","0.06289156626506025","0.0","20211020"
"5546344-5529869","5529869,5546344","5546344","5529869","218","0.0679763018397256","0.0","20211020"
"5546344-3724569","3724569,5546344","5546344","3724569","195","0.003426824124841839","0.0","20211020"
"5546344-5398319","5398319,5546344","5546344","5398319","194","0.03246318607764391","0.0","20211020"
"5546344-3423451","3423451,5546344","5546344","3423451","183","0.002673953067009556","0.0","20211020"
"5546344-5405076","5405076,5546344","5546344","5405076","176","0.011155479495468086","0.0","20211020"
"5546344-5390730","5390730,5546344","5546344","5390730","175","0.0040703353956366","0.0","20211020"
"5546344-2604318","2604318,5546344","5546344","2604318","175","0.0036774749406350473","0.0","20211020"
"5836815-5220784","5220784,5836815","5836815","5220784","365","6.748908433398998E-5","0.0","20211020"
"5836815-5791237","5791237,5836815","5836815","5791237","157","0.015753562111178007","0.0","20211020"
"5836815-5436312","5436312,5836815","5836815","5436312","144","0.0050933786078098476","0.0","20211020"
"5836815-5682107","5682107,5836815","5836815","5682107","137","0.008640807316304006","0.0","20211020"
"5836815-5666934","5666934,5836815","5836815","5666934","137","0.005818645147589722","0.0","20211020"
"5836815-5818680","5818680,5836815","5836815","5818680","133","0.028906759400130405","0.0","20211020"
"5836815-5701219","5701219,5836815","5836815","5701219","117","0.008372692142550452","0.0","20211020"
"5836815-5708865","5708865,5836815","5836815","5708865","116","0.0069486042889660956","0.0","20211020"
"5836815-5775923","5775923,5836815","5836815","5775923","116","0.014345782834528815","0.0","20211020"
"5836815-5496086","5496086,5836815","5836815","5496086","115","0.004933504933504933","0.0","20211020"
"5594956-5220784","5220784,5594956","5594956","5220784","315","5.824400428823793E-5","0.0","20211020"
"5594956-5232200","5232200,5594956","5594956","5232200","133","0.015901482544237205","0.0","20211020"
"5594956-3428601","3428601,5594956","5594956","3428601","122","0.00783256291730868","0.0","20211020"
"5594956-3721910","3721910,5594956","5594956","3721910","117","0.010305646084735312","0.0","20211020"
"5594956-5583782","5583782,5594956","5594956","5583782","102","0.03244274809160305","0.0","20211020"
"5594956-5343504","5343504,5594956","5594956","5343504","98","0.019390581717451522","0.0","20211020"
"5594956-5386442","5386442,5594956","5594956","5386442","97","0.029627367135003056","0.0","20211020"
"5594956-5437087","5437087,5594956","5594956","5437087","95","0.028139810426540283","0.0","20211020"
"5594956-5393650","5393650,5594956","5594956","5393650","95","0.005041927608534126","0.0","20211020"
"5594956-3425818","3425818,5594956","5594956","3425818","89","0.0010478724656792333","0.0","20211020"
"5466260-5220784","5220784,5466260","5466260","5220784","2159","3.9920255637557363E-4","0.0","20211020"
"5466260-3752123","3752123,5466260","5466260","3752123","869","0.03387253946599104","0.0","20211020"
"5466260-3724569","3724569,5466260","5466260","3724569","715","0.012565021791086742","0.0","20211020"
"5466260-5436312","5436312,5466260","5466260","5436312","708","0.02504244482173175","0.0","20211020"
"5466260-5466265","5466260,5466265","5466260","5466265","670","0.029726252273836462","0.0","20211020"
"5466260-3423451","3423451,5466260","5466260","3423451","659","0.009629153394313101","0.0","20211020"
"5466260-5390730","5390730,5466260","5466260","5390730","655","0.015234683909382705","0.0","20211020"
"5466260-2372746","2372746,5466260","5466260","2372746","645","0.010858220261944043","0.0","20211020"
"5466260-5496086","5466260,5496086","5466260","5496086","639","0.027413127413127413","0.0","20211020"
"5466260-2604318","2604318,5466260","5466260","2604318","636","0.013364994641393659","0.0","20211020"
"3652759-5220784","3652759,5220784","3652759","5220784","2183","4.036401947975346E-4","0.0","20211020"
"3652759-3617753","3617753,3652759","3652759","3617753","1981","0.16095222619434515","0.0","20211020"
"3652759-3495894","3495894,3652759","3652759","3495894","1901","0.16976245758171102","0.0","20211020"
"3652759-3678344","3652759,3678344","3652759","3678344","1372","0.1207215134183898","0.0","20211020"
"3652759-3699476","3652759,3699476","3652759","3699476","1176","0.11842900302114803","0.0","20211020"
"3652759-3402791","3402791,3652759","3652759","3402791","790","0.07630638462281464","0.0","20211020"
"3652759-3877543","3652759,3877543","3652759","3877543","779","0.11860535931790499","0.0","20211020"
"3652759-3541426","3541426,3652759","3652759","3541426","731","0.008802456499488229","0.0","20211020"
"3652759-3676788","3652759,3676788","3652759","3676788","701","0.008573769890289991","0.0","20211020"
"3652759-3746485","3652759,3746485","3652759","3746485","689","0.008531134306551268","0.0","20211020"
"2633640-5220784","2633640,5220784","2633640","5220784","956","1.7676593047477924E-4","0.0","20211020"
"2633640-2396971","2396971,2633640","2633640","2396971","341","0.006013048845000882","0.0","20211020"
"2633640-3423451","2633640,3423451","2633640","3423451","321","0.004690376691311844","0.0","20211020"
"2633640-3408290","2633640,3408290","2633640","3408290","307","0.10806054206265399","0.0","20211020"
"2633640-2646135","2633640,2646135","2633640","2646135","307","0.20701281186783546","0.0","20211020"
"2633640-3416063","2633640,3416063","2633640","3416063","304","0.009875259875259876","0.0","20211020"
"2633640-2007928","2007928,2633640","2633640","2007928","303","0.11933832217408429","0.0","20211020"
"2633640-2430433","2430433,2633640","2633640","2430433","293","0.041285050021135694","0.0","20211020"
"2633640-2645822","2633640,2645822","2633640","2645822","281","0.010307387572445162","0.0","20211020"
"2633640-3128902","2633640,3128902","2633640","3128902","280","0.005029006591590782","0.0","20211020"
"1245284-5220784","1245284,5220784","1245284","5220784","492","9.09715876502002E-5","0.0","20211020"
"1245284-1245351","1245284,1245351","1245284","1245351","124","0.0027958783341976504","0.0","20211020"
"1245284-3423096","1245284,3423096","1245284","3423096","101","0.0011129844512766263","0.0","20211020"
"1245284-5359157","1245284,5359157","1245284","5359157","92","0.0022392600705853716","0.0","20211020"
"1245284-5397461","1245284,5397461","1245284","5397461","87","0.0021035324838608285","0.0","20211020"
"1245284-2132868","1245284,2132868","1245284","2132868","87","0.00415889860892012","0.0","20211020"
"1245284-2368698","1245284,2368698","1245284","2368698","84","0.003115727002967359","0.0","20211020"
"1245284-3699193","1245284,3699193","1245284","3699193","80","0.0032794949577765026","0.0","20211020"
"1245284-1902173","1245284,1902173","1245284","1902173","74","7.971131577530026E-4","0.0","20211020"
"1245284-3369923","1245284,3369923","1245284","3369923","70","7.422802850356294E-4","0.0","20211020"
"1957462-2612049","1957462,2612049","1957462","2612049","4968","0.2513915595587491","0.0","20211020"
"1957462-2372702","1957462,2372702","1957462","2372702","4849","0.25155633948952066","0.0","20211020"
"1957462-3111544","1957462,3111544","1957462","3111544","4604","0.22179400712978128","0.0","20211020"
"1957462-2533489","1957462,2533489","1957462","2533489","4227","0.2661168471417779","0.0","20211020"
"1957462-3696238","1957462,3696238","1957462","3696238","4017","0.18600666790146322","0.0","20211020"
"1957462-5220784","1957462,5220784","1957462","5220784","3882","7.177880147521893E-4","0.0","20211020"
"1957462-5429547","1957462,5429547","1957462","5429547","2106","0.14175136299387495","0.0","20211020"
"1957462-3541319","1957462,3541319","1957462","3541319","1505","0.12320916905444126","0.0","20211020"
"1957462-3805226","1957462,3805226","1957462","3805226","1318","0.04309442845932514","0.0","20211020"
"1957462-3751919","1957462,3751919","1957462","3751919","1315","0.10279058860314234","0.0","20211020"
"6034642-5220784","5220784,6034642","6034642","5220784","65","1.2018604059477667E-5","0.0","20211020"
"6034642-5661631","5661631,6034642","6034642","5661631","31","0.004559494043241653","0.0","20211020"
"6034642-5708865","5708865,6034642","6034642","5708865","30","0.0017970528333533006","0.0","20211020"
"6034642-5959753","5959753,6034642","6034642","5959753","28","0.009745910198398886","0.0","20211020"
"6034642-5952779","5952779,6034642","6034642","5952779","28","0.0040798484627713825","0.0","20211020"
"6034642-2604318","2604318,6034642","6034642","2604318","25","5.253535629478639E-4","0.0","20211020"
"6034642-5645091","5645091,6034642","6034642","5645091","25","0.0018517146878009037","0.0","20211020"
"6034642-3858748","3858748,6034642","6034642","3858748","24","6.967022758941013E-4","0.0","20211020"
"6034642-5953837","5953837,6034642","6034642","5953837","24","0.005436013590033975","0.0","20211020"
"6034642-5666934","5666934,6034642","6034642","5666934","23","9.768528349968146E-4","0.0","20211020"
"5969083-5220784","5220784,5969083","5969083","5220784","363","6.71192811321599E-5","0.0","20211020"
"5969083-5687017","5687017,5969083","5969083","5687017","127","0.005687161345215172","0.0","20211020"
"5969083-5952779","5952779,5969083","5969083","5952779","124","0.01806790033513041","0.0","20211020"
"5969083-5666934","5666934,5969083","5969083","5666934","118","0.00501167976215757","0.0","20211020"
"5969083-5645091","5645091,5969083","5969083","5645091","116","0.008591956151396192","0.0","20211020"
"5969083-3724569","3724569,5969083","5969083","3724569","112","0.0019682271896527483","0.0","20211020"
"5969083-2372746","2372746,5969083","5969083","2372746","109","0.0018349550520184506","0.0","20211020"
"5969083-5436312","5436312,5969083","5969083","5436312","103","0.003643180531975099","0.0","20211020"
"5969083-5682107","5682107,5969083","5969083","5682107","103","0.006496373383790602","0.0","20211020"
"5969083-3805226","3805226,5969083","5969083","3805226","103","0.003367773999476851","0.0","20211020"
"5430347-3870049","3870049,5430347","5430347","3870049","3336","0.10668713422239279","0.0","20211020"
"5430347-5220784","5220784,5430347","5430347","5220784","3313","6.125790038315309E-4","0.0","20211020"
"5430347-5436312","5430347,5436312","5430347","5436312","1350","0.04775042444821732","0.0","20211020"
"5430347-5390730","5390730,5430347","5430347","5390730","1155","0.026864213611201563","0.0","20211020"
"5430347-3724569","3724569,5430347","5430347","3724569","1142","0.020068887951637845","0.0","20211020"
