ESNTL_NO,TRGET_BOOK_MASTR_CD,TRGET_BOOK_ONE_MASTR_CD,TRGET_BOOK_TWO_MASTR_CD,LON_FQ_CO,PBLT_VALUE,SCORE_VALUE,REGIST_DE
"3278940-3436891","3278940,3436891","3278940","3436891","6128","0.16193647270228848","0.0","20211020"
"3278940-3395679","3278940,3395679","3278940","3395679","5022","0.07802377068282451","0.0","20211020"
"3278940-3369923","3278940,3369923","3278940","3369923","4671","0.04953130302002036","0.0","20211020"
"3278940-3768386","3278940,3768386","3278940","3768386","4044","0.06748322931615659","0.0","20211020"
"3278940-1902173","1902173,3278940","3278940","1902173","3907","0.04208542036947272","0.0","20211020"
"3278940-3743307","3278940,3743307","3278940","3743307","3354","0.06749169936613342","0.0","20211020"
"3278940-3423096","3278940,3423096","3278940","3423096","3347","0.03688276196458285","0.0","20211020"
"3278940-5390731","3278940,5390731","3278940","5390731","3061","0.05064359220409649","0.0","20211020"
"3278940-3411733","3278940,3411733","3278940","3411733","3050","0.042067805026068245","0.0","20211020"
"5393932-5220784","5220784,5393932","5393932","5220784","2013","3.722069226419776E-4","0.0","20211020"
"5393932-5371230","5371230,5393932","5393932","5371230","1054","0.04717994628469114","0.0","20211020"
"5393932-3736470","3736470,5393932","5393932","3736470","930","0.06694982362680872","0.0","20211020"
"5393932-3676800","3676800,5393932","5393932","3676800","909","0.04304792574351203","0.0","20211020"
"5393932-3753073","3753073,5393932","5393932","3753073","889","0.07200129586134284","0.0","20211020"
"5393932-5648043","5393932,5648043","5393932","5648043","848","0.0864953080375357","0.0","20211020"
"5393932-5450967","5393932,5450967","5393932","5450967","726","0.11895788956251024","0.0","20211020"
"5393932-5398899","5393932,5398899","5393932","5398899","698","0.024274039297513476","0.0","20211020"
"5393932-3730840","3730840,5393932","5393932","3730840","676","0.04388470527135809","0.0","20211020"
"5393932-3768058","3768058,5393932","5393932","3768058","663","0.07430236467555755","0.0","20211020"
"3625265-5220784","3625265,5220784","3625265","5220784","409","7.562475477425179E-5","0.0","20211020"
"3625265-5371595","3625265,5371595","3625265","5371595","175","0.004897433744717768","0.0","20211020"
"3625265-3870516","3625265,3870516","3625265","3870516","129","0.004343434343434344","0.0","20211020"
"3625265-3760238","3625265,3760238","3625265","3760238","126","0.011031343022237787","0.0","20211020"
"3625265-3027835","3027835,3625265","3625265","3027835","124","0.0020075119803134307","0.0","20211020"
"3625265-3435577","3435577,3625265","3625265","3435577","114","0.003988245172124265","0.0","20211020"
"3625265-3767852","3625265,3767852","3625265","3767852","109","0.0021435594886922323","0.0","20211020"
"3625265-3841374","3625265,3841374","3625265","3841374","102","0.005498948730389778","0.0","20211020"
"3625265-3760231","3625265,3760231","3625265","3760231","101","0.002981197792142625","0.0","20211020"
"3625265-5365117","3625265,5365117","3625265","5365117","90","0.00489183606913795","0.0","20211020"
"3326643-5220784","3326643,5220784","3326643","5220784","94","1.738075048601386E-5","0.0","20211020"
"3326643-2885067","2885067,3326643","3326643","2885067","40","0.02443494196701283","0.0","20211020"
"3326643-2621865","2621865,3326643","3326643","2621865","35","0.011419249592169658","0.0","20211020"
"3326643-3424919","3326643,3424919","3326643","3424919","26","0.0058505850585058505","0.0","20211020"
"3326643-3415321","3326643,3415321","3326643","3415321","25","0.0044286979627989375","0.0","20211020"
"3326643-3468662","3326643,3468662","3326643","3468662","25","0.004474673348845534","0.0","20211020"
"3326643-2629459","2629459,3326643","3326643","2629459","23","0.010136624063464082","0.0","20211020"
"3326643-1912156","1912156,3326643","3326643","1912156","22","0.0018688413183826028","0.0","20211020"
"3326643-3102519","3102519,3326643","3326643","3102519","20","0.008281573498964804","0.0","20211020"
"3326643-2358930","2358930,3326643","3326643","2358930","20","0.006745362563237774","0.0","20211020"
"3695133-3734987","3695133,3734987","3695133","3734987","14219","0.33141432034309154","0.0","20211020"
"3695133-3788041","3695133,3788041","3695133","3788041","11886","0.27758056982718354","0.0","20211020"
"3695133-3902011","3695133,3902011","3695133","3902011","10753","0.2569230401643849","0.0","20211020"
"3695133-5243812","3695133,5243812","3695133","5243812","9530","0.24751318079110718","0.0","20211020"
"3695133-5357919","3695133,5357919","3695133","5357919","8664","0.23373890522567242","0.0","20211020"
"3695133-5384091","3695133,5384091","3695133","5384091","7721","0.22452599744096777","0.0","20211020"
"3695133-5220784","3695133,5220784","3695133","5220784","7464","0.0013801055492298664","0.0","20211020"
"3695133-5412597","3695133,5412597","3695133","5412597","7034","0.2174679239449683","0.0","20211020"
"3695133-5450234","3695133,5450234","3695133","5450234","5941","0.21063641198369085","0.0","20211020"
"3695133-5478213","3695133,5478213","3695133","5478213","5556","0.20770093457943925","0.0","20211020"
"6035891-5747854","5747854,6035891","6035891","5747854","417","0.030281025343112337","0.0","20211020"
"6035891-5674475","5674475,6035891","6035891","5674475","405","0.013567839195979899","0.0","20211020"
"6035891-5220784","5220784,6035891","6035891","5220784","371","6.859849393948023E-5","0.0","20211020"
"6035891-5957041","5957041,6035891","6035891","5957041","334","0.03994737471594307","0.0","20211020"
"6035891-5707051","5707051,6035891","6035891","5707051","326","0.00975843386116682","0.0","20211020"
"6035891-3423096","3423096,6035891","6035891","3423096","321","0.003537307018413832","0.0","20211020"
"6035891-5987427","5987427,6035891","6035891","5987427","291","0.034178999295278366","0.0","20211020"
"6035891-5430429","5430429,6035891","6035891","5430429","288","0.007477994443434685","0.0","20211020"
"6035891-5411693","5411693,6035891","6035891","5411693","284","0.007677335640138408","0.0","20211020"
"6035891-5744698","5744698,6035891","6035891","5744698","276","0.02527009705182201","0.0","20211020"
"2646690-5462186","2646690,5462186","2646690","5462186","7822","0.32632457238214435","0.0","20211020"
"2646690-5220784","2646690,5220784","2646690","5220784","7091","0.001311137252088556","0.0","20211020"
"2646690-3722124","2646690,3722124","2646690","3722124","2061","0.03950697745744518","0.0","20211020"
"2646690-5439175","2646690,5439175","2646690","5439175","1976","0.04528059763055982","0.0","20211020"
"2646690-5439173","2646690,5439173","2646690","5439173","1842","0.04396810999188428","0.0","20211020"
"2646690-3317453","2646690,3317453","2646690","3317453","1782","0.19712389380530973","0.0","20211020"
"2646690-2372129","2372129,2646690","2646690","2372129","1716","0.03440670489633877","0.0","20211020"
"2646690-3729400","2646690,3729400","2646690","3729400","1617","0.050494956749836055","0.0","20211020"
"2646690-3541016","2646690,3541016","2646690","3541016","1602","0.052335837961450506","0.0","20211020"
"2646690-2319458","2319458,2646690","2646690","2319458","1586","0.07218606344727141","0.0","20211020"
"5481400-5408148","5408148,5481400","5481400","5408148","10353","0.33414020139426803","0.0","20211020"
"5481400-5586945","5481400,5586945","5481400","5586945","8895","0.4031453952139231","0.0","20211020"
"5481400-5359799","5359799,5481400","5481400","5359799","6862","0.19638819724678744","0.0","20211020"
"5481400-3920584","3920584,5481400","5481400","3920584","5997","0.1648433205057724","0.0","20211020"
"5481400-5670909","5481400,5670909","5481400","5670909","5934","0.3120201913976233","0.0","20211020"
"5481400-3787804","3787804,5481400","5481400","3787804","5770","0.13844898742681638","0.0","20211020"
"5481400-3694200","3694200,5481400","5481400","3694200","5104","0.12930357459529299","0.0","20211020"
"5481400-3629683","3629683,5481400","5481400","3629683","4594","0.12094884553616092","0.0","20211020"
"5481400-5220784","5220784,5481400","5481400","5220784","4517","8.352005313332403E-4","0.0","20211020"
"5481400-3443871","3443871,5481400","5481400","3443871","4428","0.11977926855658948","0.0","20211020"
"3427574-3427568","3427568,3427574","3427574","3427568","4051","0.7507412898443291","0.0","20211020"
"3427574-5220784","3427574,5220784","3427574","5220784","749","1.3849129908536574E-4","0.0","20211020"
"3427574-3392651","3392651,3427574","3427574","3392651","502","0.026690769885155254","0.0","20211020"
"3427574-3393235","3393235,3427574","3427574","3393235","452","0.027393939393939394","0.0","20211020"
"3427574-3793737","3427574,3793737","3427574","3793737","338","0.009130939838452604","0.0","20211020"
"3427574-5388508","3427574,5388508","3427574","5388508","330","0.025803424818203143","0.0","20211020"
"3427574-3354728","3354728,3427574","3427574","3354728","295","0.029731908889336828","0.0","20211020"
"3427574-5391501","3427574,5391501","3427574","5391501","291","0.02625642876477488","0.0","20211020"
"3427574-5750282","3427574,5750282","3427574","5750282","276","0.04234427738570114","0.0","20211020"
"3427574-3354729","3354729,3427574","3427574","3354729","272","0.03143055234573608","0.0","20211020"
"5246583-3871374","3871374,5246583","5246583","3871374","11509","0.28542023162959107","0.0","20211020"
"5246583-5378930","5246583,5378930","5246583","5378930","10773","0.33727810650887574","0.0","20211020"
"5246583-3746299","3746299,5246583","5246583","3746299","9913","0.23862596889894563","0.0","20211020"
"5246583-3678197","3678197,5246583","5246583","3678197","9656","0.2068020217596162","0.0","20211020"
"5246583-3536738","3536738,5246583","5246583","3536738","8738","0.20022455947388923","0.0","20211020"
"5246583-3435330","3435330,5246583","5246583","3435330","8557","0.19218416619876474","0.0","20211020"
"5246583-3406786","3406786,5246583","5246583","3406786","8069","0.1816483194885302","0.0","20211020"
"5246583-3356401","3356401,5246583","5246583","3356401","7918","0.17180922622922362","0.0","20211020"
"5246583-3271612","3271612,5246583","5246583","3271612","7467","0.16119074345911408","0.0","20211020"
"5246583-5453374","5246583,5453374","5246583","5453374","7165","0.2616204768685873","0.0","20211020"
"3746299-3678197","3678197,3746299","3746299","3678197","13868","0.2970101944658614","0.0","20211020"
"3746299-3871374","3746299,3871374","3746299","3871374","12763","0.3165191082012747","0.0","20211020"
"3746299-3536738","3536738,3746299","3746299","3536738","11844","0.27139616415755824","0.0","20211020"
"3746299-3435330","3435330,3746299","3746299","3435330","10945","0.24581695676586188","0.0","20211020"
"3746299-3406786","3406786,3746299","3746299","3406786","10192","0.22944103014340064","0.0","20211020"
"3746299-5246583","3746299,5246583","3746299","5246583","9913","0.28868050904219694","0.0","20211020"
"3746299-3356401","3356401,3746299","3746299","3356401","9785","0.2123204443865816","0.0","20211020"
"3746299-3271612","3271612,3746299","3746299","3271612","9449","0.2039763405578102","0.0","20211020"
"3746299-5378930","3746299,5378930","3746299","5378930","8724","0.27312858082088853","0.0","20211020"
"3746299-5220784","3746299,5220784","3746299","5220784","7536","0.0013934184644957494","0.0","20211020"
"5453374-5516991","5453374,5516991","5453374","5516991","8947","0.3940541730896278","0.0","20211020"
"5453374-5378930","5378930,5453374","5453374","5378930","8192","0.25647287185748724","0.0","20211020"
"5453374-5246583","5246583,5453374","5453374","5246583","7165","0.2086548822039081","0.0","20211020"
"5453374-3871374","3871374,5453374","5453374","3871374","6893","0.17094462217592937","0.0","20211020"
"5453374-3746299","3746299,5453374","5453374","3746299","6777","0.16313610322083674","0.0","20211020"
"5453374-3678197","3678197,5453374","5453374","3678197","6673","0.142915274565236","0.0","20211020"
"5453374-3536738","3536738,5453374","5453374","3536738","6259","0.14342017827272519","0.0","20211020"
"5453374-3435330","3435330,5453374","5453374","3435330","6052","0.13592363840539023","0.0","20211020"
"5453374-5601705","5453374,5601705","5453374","5601705","5811","0.2796977281478629","0.0","20211020"
"5453374-3356401","3356401,5453374","5453374","3356401","5810","0.1260686542550883","0.0","20211020"
"3391014-5232202","3391014,5232202","3391014","5232202","4651","0.15778938797665898","0.0","20211020"
"3391014-3113956","3113956,3391014","3391014","3113956","4478","0.1339355147454687","0.0","20211020"
"3391014-5446546","3391014,5446546","3391014","5446546","4072","0.1465275278877294","0.0","20211020"
"3391014-5220784","3391014,5220784","3391014","5220784","3610","6.674947793032981E-4","0.0","20211020"
"3391014-5674475","3391014,5674475","3391014","5674475","3470","0.11624790619765495","0.0","20211020"
"3391014-5430429","3391014,5430429","3391014","5430429","3249","0.08436112481499754","0.0","20211020"
"3391014-5549987","3391014,5549987","3391014","5549987","3087","0.15787051242712488","0.0","20211020"
"3391014-3774162","3391014,3774162","3391014","3774162","2970","0.07400578092295425","0.0","20211020"
"3391014-3190615","3190615,3391014","3391014","3190615","2930","0.06697449026241199","0.0","20211020"
"3391014-3423096","3391014,3423096","3391014","3423096","2712","0.02988528546398228","0.0","20211020"
"2373084-2373085","2373084,2373085","2373084","2373085","6387","0.681425370745759","0.0","20211020"
"2373084-2373086","2373084,2373086","2373084","2373086","4010","0.5834424559871962","0.0","20211020"
"2373084-2373087","2373084,2373087","2373084","2373087","2868","0.49168523915652323","0.0","20211020"
"2373084-2373088","2373084,2373088","2373084","2373088","2486","0.4521644234267006","0.0","20211020"
"2373084-5220784","2373084,5220784","2373084","5220784","2260","4.1787761806799277E-4","0.0","20211020"
"2373084-3754574","2373084,3754574","2373084","3754574","1065","0.029614593181691785","0.0","20211020"
"2373084-3755777","2373084,3755777","2373084","3755777","966","0.030216772498357785","0.0","20211020"
"2373084-1902173","1902173,2373084","2373084","1902173","752","0.008100393170679163","0.0","20211020"
"2373084-5408151","2373084,5408151","2373084","5408151","725","0.023693584757671818","0.0","20211020"
"2373084-3441055","2373084,3441055","2373084","3441055","678","0.029709478112265018","0.0","20211020"
"1089663-5220784","1089663,5220784","1089663","5220784","3079","5.693120292174114E-4","0.0","20211020"
"1089663-3027835","1089663,3027835","1089663","3027835","1311","0.021224582307991194","0.0","20211020"
"1089663-2083728","1089663,2083728","1089663","2083728","784","0.026726665303061295","0.0","20211020"
"1089663-954778","1089663,954778","1089663","954778","775","0.022217762742961986","0.0","20211020"
"1089663-1902173","1089663,1902173","1089663","1902173","727","0.007831098184951797","0.0","20211020"
"1089663-3423096","1089663,3423096","1089663","3423096","710","0.00782395010303371","0.0","20211020"
"1089663-3369923","1089663,3369923","1089663","3369923","696","0.007380386834068544","0.0","20211020"
"1089663-3767852","1089663,3767852","1089663","3767852","696","0.01368731563421829","0.0","20211020"
"1089663-2396926","1089663,2396926","1089663","2396926","685","0.012930139494497611","0.0","20211020"
"1089663-5371595","1089663,5371595","1089663","5371595","636","0.017798673495088575","0.0","20211020"
"5522797-5476811","5476811,5522797","5522797","5476811","7146","0.3722650552198375","0.0","20211020"
"5522797-5582910","5522797,5582910","5522797","5582910","7027","0.42644738439130964","0.0","20211020"
"5522797-5450412","5450412,5522797","5522797","5450412","5807","0.28148327678138635","0.0","20211020"
"5522797-5412201","5412201,5522797","5522797","5412201","5098","0.221392278629435","0.0","20211020"
"5522797-5635017","5522797,5635017","5522797","5635017","4974","0.3358995137763371","0.0","20211020"
"5522797-5381232","5381232,5522797","5522797","5381232","4289","0.17653111623312479","0.0","20211020"
"5522797-5354644","5354644,5522797","5522797","5354644","3899","0.14895323960880197","0.0","20211020"
"5522797-5242615","5242615,5522797","5522797","5242615","3707","0.14139141048134868","0.0","20211020"
"5522797-3901385","3901385,5522797","5522797","3901385","3705","0.1254783757239137","0.0","20211020"
"5522797-5668504","5522797,5668504","5522797","5668504","3699","0.2911223044231072","0.0","20211020"
"3428601-5220784","3428601,5220784","3428601","5220784","2858","5.284487754151873E-4","0.0","20211020"
"3428601-3423451","3423451,3428601","3428601","3423451","710","0.010374353429381337","0.0","20211020"
"3428601-3676788","3428601,3676788","3428601","3676788","659","0.008060077543082888","0.0","20211020"
"3428601-3425818","3425818,3428601","3428601","3425818","653","0.007688322697624038","0.0","20211020"
"3428601-3128902","3128902,3428601","3428601","3128902","646","0.01160263663631302","0.0","20211020"
"3428601-3541426","3428601,3541426","3428601","3541426","646","0.0077789150460593655","0.0","20211020"
"3428601-3746485","3428601,3746485","3428601","3746485","632","0.00782536557582061","0.0","20211020"
"3428601-3392650","3392650,3428601","3428601","3392650","632","0.0076917459776549915","0.0","20211020"
"3428601-2396971","2396971,3428601","3428601","2396971","629","0.011091518250749426","0.0","20211020"
"3428601-3272507","3272507,3428601","3428601","3272507","625","0.00774012978649626","0.0","20211020"
"3494705-5220784","3494705,5220784","3494705","5220784","2994","5.535953931396329E-4","0.0","20211020"
"3494705-3423451","3423451,3494705","3494705","3423451","1063","0.015532306613285017","0.0","20211020"
"3494705-2396971","2396971,3494705","3494705","2396971","1026","0.018092047257979194","0.0","20211020"
"3494705-3724569","3494705,3724569","3494705","3724569","1000","0.01757345705047097","0.0","20211020"
"3494705-2372746","2372746,3494705","3494705","2372746","981","0.016514595468166055","0.0","20211020"
"3494705-3416063","3416063,3494705","3494705","3416063","955","0.031022609147609147","0.0","20211020"
"3494705-3431097","3431097,3494705","3494705","3431097","935","0.026002558540519496","0.0","20211020"
"3494705-3128902","3128902,3494705","3494705","3128902","880","0.015805449287856745","0.0","20211020"
"3494705-2604318","2604318,3494705","3494705","2604318","877","0.018429402988211066","0.0","20211020"
"3494705-5390730","3494705,5390730","3494705","5390730","875","0.020351676978183002","0.0","20211020"
"3255713-5220784","3255713,5220784","3255713","5220784","2684","4.962758968559701E-4","0.0","20211020"
"3255713-3661186","3255713,3661186","3255713","3661186","2526","0.17028448159633275","0.0","20211020"
"3255713-2646702","2646702,3255713","3255713","2646702","928","0.060177679787303026","0.0","20211020"
"3255713-1047324","1047324,3255713","3255713","1047324","875","0.09546148810822605","0.0","20211020"
"3255713-2621982","2621982,3255713","3255713","2621982","854","0.053212038133217024","0.0","20211020"
"3255713-3423451","3255713,3423451","3255713","3423451","817","0.011937812326485286","0.0","20211020"
"3255713-3724569","3255713,3724569","3255713","3724569","816","0.01433994095318431","0.0","20211020"
"3255713-2396971","2396971,3255713","3255713","2396971","807","0.014230294480691236","0.0","20211020"
"3255713-3128902","3128902,3255713","3255713","3128902","793","0.01424286509689818","0.0","20211020"
"3255713-2372746","2372746,3255713","3255713","2372746","792","0.013332884414666173","0.0","20211020"
"5850054-5220784","5220784,5850054","5850054","5220784","652","1.2055584379660676E-4","0.0","20211020"
"5850054-5701219","5701219,5850054","5850054","5701219","251","0.017961929297266352","0.0","20211020"
"5850054-5708865","5708865,5850054","5850054","5708865","242","0.014496226189049959","0.0","20211020"
"5850054-5447767","5447767,5850054","5850054","5447767","238","0.012703496130237524","0.0","20211020"
"5850054-5666934","5666934,5850054","5850054","5666934","227","0.009641112762794649","0.0","20211020"
"5850054-2645822","2645822,5850054","5850054","2645822","215","0.007886435331230283","0.0","20211020"
"5850054-5791237","5791237,5850054","5850054","5791237","215","0.021573349387918925","0.0","20211020"
"5850054-3805226","3805226,5850054","5850054","3805226","214","0.006997122678524719","0.0","20211020"
"5850054-5687017","5687017,5850054","5850054","5687017","202","0.00904572119475169","0.0","20211020"
"5850054-5943198","5850054,5943198","5850054","5943198","199","0.040153349475383376","0.0","20211020"
"165654-5220784","165654,5220784","165654","5220784","3249","6.007453013729683E-4","0.0","20211020"
"165654-391462","165654,391462","165654","391462","2688","0.39605127449535876","0.0","20211020"
"165654-3110215","165654,3110215","165654","3110215","1395","0.30142610198789976","0.0","20211020"
"165654-2373919","165654,2373919","165654","2373919","917","0.02312386524107323","0.0","20211020"
"165654-2373856","165654,2373856","165654","2373856","869","0.02224497632151542","0.0","20211020"
"165654-937338","165654,937338","165654","937338","813","0.023707462164290087","0.0","20211020"
"165654-130887","130887,165654","165654","130887","810","0.017109543323053526","0.0","20211020"
"165654-3735674","165654,3735674","165654","3735674","799","0.22011019283746555","0.0","20211020"
"165654-1060966","1060966,165654","165654","1060966","771","0.023224290619916862","0.0","20211020"
"165654-1799690","165654,1799690","165654","1799690","747","0.017604638009049774","0.0","20211020"
"284265-5220784","284265,5220784","284265","5220784","828","1.5309852555765399E-4","0.0","20211020"
"284265-2372746","2372746,284265","284265","2372746","215","0.0036194067539813473","0.0","20211020"
"284265-3423451","284265,3423451","284265","3423451","195","0.002849294251731494","0.0","20211020"
"284265-2396971","2396971,284265","284265","2396971","194","0.0034209134191500617","0.0","20211020"
"284265-1060966","1060966,284265","284265","1060966","184","0.0055425025603952046","0.0","20211020"
"284265-2370859","2370859,284265","284265","2370859","183","0.009892961401232565","0.0","20211020"
"284265-2031891","2031891,284265","284265","2031891","177","0.006387124711316397","0.0","20211020"
"284265-2089752","2089752,284265","284265","2089752","176","0.01480609068730546","0.0","20211020"
"284265-938468","284265,938468","284265","938468","174","0.006410964960760473","0.0","20211020"
"284265-3128902","284265,3128902","284265","3128902","171","0.0030712861684357995","0.0","20211020"
"5601536-5220784","5220784,5601536","5601536","5220784","425","7.858318038889244E-5","0.0","20211020"
"5601536-5522578","5522578,5601536","5601536","5522578","190","0.08543165467625899","0.0","20211020"
"5601536-5370583","5370583,5601536","5601536","5370583","162","0.027236045729657026","0.0","20211020"
"5601536-5593091","5593091,5601536","5601536","5593091","147","0.04786714425268642","0.0","20211020"
"5601536-3428976","3428976,5601536","5601536","3428976","137","0.027460412908398478","0.0","20211020"
"5601536-3427320","3427320,5601536","5601536","3427320","135","0.024487574823145293","0.0","20211020"
"5601536-5437575","5437575,5601536","5601536","5437575","134","0.03167099976364925","0.0","20211020"
"5601536-5602208","5601536,5602208","5601536","5602208","132","0.06179775280898876","0.0","20211020"
"5601536-3536902","3536902,5601536","5601536","3536902","132","0.022418478260869564","0.0","20211020"
"5601536-3128998","3128998,5601536","5601536","3128998","129","0.029080252479711452","0.0","20211020"
"2373721-5220784","2373721,5220784","2373721","5220784","3155","5.833645508869545E-4","0.0","20211020"
"2373721-2645858","2373721,2645858","2373721","2645858","2868","0.26210930360080426","0.0","20211020"
"2373721-2645860","2373721,2645860","2373721","2645860","2297","0.18924040204317022","0.0","20211020"
"2373721-2883877","2373721,2883877","2373721","2883877","1464","0.08722073279714031","0.0","20211020"
"2373721-3901371","2373721,3901371","2373721","3901371","1447","0.05324747010119595","0.0","20211020"
"2373721-2372746","2372746,2373721","2373721","2372746","1217","0.02048752567253628","0.0","20211020"
"2373721-3724569","2373721,3724569","2373721","3724569","1163","0.020437930549697735","0.0","20211020"
"2373721-2604318","2373721,2604318","2373721","2604318","1149","0.024145249753083825","0.0","20211020"
"2373721-3128902","2373721,3128902","2373721","3128902","1145","0.02056504481204088","0.0","20211020"
"2373721-3711841","2373721,3711841","2373721","3711841","1064","0.040042149631190724","0.0","20211020"
"2604318-5220784","2604318,5220784","2604318","5220784","9729","0.0017989076753024344","0.0","20211020"
"2604318-5687017","2604318,5687017","2604318","5687017","4294","0.19228874658546416","0.0","20211020"
"2604318-3423451","2604318,3423451","2604318","3423451","4014","0.05865162628948829","0.0","20211020"
"2604318-2372746","2372746,2604318","2604318","2372746","3874","0.06521665937173833","0.0","20211020"
"2604318-2396971","2396971,2604318","2604318","2396971","3841","0.06773055898430612","0.0","20211020"
"2604318-3128902","2604318,3128902","2604318","3128902","3576","0.06422759846974514","0.0","20211020"
"2604318-3724569","2604318,3724569","2604318","3724569","3468","0.060944749051033316","0.0","20211020"
"2604318-5390730","2604318,5390730","2604318","5390730","2918","0.06786993533981486","0.0","20211020"
"2604318-3183913","2604318,3183913","2604318","3183913","2912","0.09817936614969656","0.0","20211020"
"2604318-3406796","2604318,3406796","2604318","3406796","2785","0.12105011518233581","0.0","20211020"
"2007928-5220784","2007928,5220784","2007928","5220784","439","8.117180280170302E-5","0.0","20211020"
"2007928-2633640","2007928,2633640","2007928","2633640","303","0.05667789001122334","0.0","20211020"
"2007928-3408290","2007928,3408290","2007928","3408290","290","0.10207673354452658","0.0","20211020"
"2007928-2646135","2007928,2646135","2007928","2646135","288","0.19420094403236682","0.0","20211020"
"2007928-2430433","2007928,2430433","2007928","2430433","249","0.0350852472875863","0.0","20211020"
"2007928-1527290","1527290,2007928","2007928","1527290","237","0.06933879461673494","0.0","20211020"
"2007928-347668","2007928,347668","2007928","347668","233","0.27606635071090047","0.0","20211020"
"2007928-1671107","1671107,2007928","2007928","1671107","217","0.023574144486692015","0.0","20211020"
"2007928-2288271","2007928,2288271","2007928","2288271","169","0.05948609644491376","0.0","20211020"
"2007928-1163945","1163945,2007928","2007928","1163945","163","0.18671248568155785","0.0","20211020"
"2031891-5220784","2031891,5220784","2031891","5220784","5257","9.720277160103708E-4","0.0","20211020"
"2031891-2862160","2031891,2862160","2031891","2862160","2653","0.12942726119621425","0.0","20211020"
"2031891-2621983","2031891,2621983","2031891","2621983","2501","0.14688436013390496","0.0","20211020"
"2031891-186825","186825,2031891","2031891","186825","2500","0.07981865202260464","0.0","20211020"
"2031891-3408068","2031891,3408068","2031891","3408068","2263","0.09129785774801308","0.0","20211020"
"2031891-2617217","2031891,2617217","2031891","2617217","2257","0.0813890591756518","0.0","20211020"
"2031891-2375346","2031891,2375346","2031891","2375346","2156","0.12209071861373803","0.0","20211020"
"2031891-3421838","2031891,3421838","2031891","3421838","1926","0.03851152746395793","0.0","20211020"
"2031891-1060966","1060966,2031891","2031891","1060966","1920","0.057834809325863004","0.0","20211020"
"2031891-2386725","2031891,2386725","2031891","2386725","1887","0.11530001222045705","0.0","20211020"
"2619947-2430942","2430942,2619947","2619947","2430942","5285","0.26241310824230385","0.0","20211020"
"2619947-5220784","2619947,5220784","2619947","5220784","4089","7.560626461416028E-4","0.0","20211020"
"2619947-3139926","2619947,3139926","2619947","3139926","2942","0.14419448120374453","0.0","20211020"
"2619947-3711841","2619947,3711841","2619947","3711841","2774","0.1043956043956044","0.0","20211020"
"2619947-3425994","2619947,3425994","2619947","3425994","2721","0.14269232786197494","0.0","20211020"
"2619947-3613923","2619947,3613923","2619947","3613923","2600","0.13128660876590587","0.0","20211020"
"2619947-5377728","2619947,5377728","2619947","5377728","2262","0.07734391027832865","0.0","20211020"
"2619947-2604263","2604263,2619947","2619947","2604263","1911","0.06309429477020602","0.0","20211020"
"2619947-2372759","2372759,2619947","2619947","2372759","1873","0.06394237334425781","0.0","20211020"
"2619947-1083944","1083944,2619947","2619947","1083944","1809","0.05996221286751301","0.0","20211020"
"5357919-5243812","5243812,5357919","5357919","5243812","11421","0.2966262369166039","0.0","20211020"
"5357919-5384091","5357919,5384091","5357919","5384091","10875","0.3162440386181226","0.0","20211020"
"5357919-3902011","3902011,5357919","5357919","3902011","10214","0.2440446324038898","0.0","20211020"
"5357919-3788041","3788041,5357919","5357919","3788041","9427","0.2201541335824381","0.0","20211020"
"5357919-3734987","3734987,5357919","5357919","3734987","9145","0.21315028901734104","0.0","20211020"
"5357919-5412597","5357919,5412597","5357919","5412597","8882","0.27460194775081154","0.0","20211020"
"5357919-3695133","3695133,5357919","5357919","3695133","8664","0.19819283998627474","0.0","20211020"
"5357919-5450234","5357919,5450234","5357919","5450234","7326","0.2597411806417302","0.0","20211020"
"5357919-5220784","5220784,5357919","5357919","5220784","6516","0.0012048188315624073","0.0","20211020"
"5357919-5478213","5357919,5478213","5357919","5478213","6456","0.24134579439252338","0.0","20211020"
"6089279-5708822","5708822,6089279","6089279","5708822","10","6.427974545220801E-4","0.0","20211020"
"6089279-5229633","5229633,6089279","6089279","5229633","10","0.001120197154699227","0.0","20211020"
"6089279-5973100","5973100,6089279","6089279","5973100","9","0.0031413612565445027","0.0","20211020"
"6089279-5855640","5855640,6089279","6089279","5855640","9","0.0021598272138228943","0.0","20211020"
"6089279-5846583","5846583,6089279","6089279","5846583","9","0.0011089206505667817","0.0","20211020"
"6089279-5688312","5688312,6089279","6089279","5688312","9","0.0012461921905289393","0.0","20211020"
"6089279-6045124","6045124,6089279","6089279","6045124","9","0.007165605095541401","0.0","20211020"
"6089279-5430499","5430499,6089279","6089279","5430499","8","9.941593140300733E-4","0.0","20211020"
"6089279-5986932","5986932,6089279","6089279","5986932","8","0.0018788163457022077","0.0","20211020"
"6089279-6047101","6047101,6089279","6089279","6047101","8","0.01762114537444934","0.0","20211020"
"3437844-5220784","3437844,5220784","3437844","5220784","1941","3.5889400737609465E-4","0.0","20211020"
"3437844-3759295","3437844,3759295","3437844","3759295","1668","0.14323744096178617","0.0","20211020"
"3437844-1967528","1967528,3437844","3437844","1967528","1490","0.04971638304971638","0.0","20211020"
"3437844-3423727","3423727,3437844","3437844","3423727","1245","0.042018224772190346","0.0","20211020"
"3437844-3690012","3437844,3690012","3437844","3690012","1156","0.04838642166506216","0.0","20211020"
"3437844-2397011","2397011,3437844","3437844","2397011","1094","0.06511904761904762","0.0","20211020"
